Outbound Flight Date,Return Flight Date,Price,Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
2024-05-03,2024-05-10,1446,ANA (All Nippon Airways),06:00,09:50,1,1310,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,09:50,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1554,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,06:55,0,1215,2,FRA,HND,VNO
2024-05-03,2024-05-10,1275,LOT,11:00,18:30,1,1530,1,WAW,VNO,NRT,LOT,11:00,18:30,1,1335,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1195,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,2055,1,"OSA, IST",HND,VNO
2024-05-03,2024-05-10,1482,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1440,LOT + ANA (All Nippon Airways),09:00,11:20,1,1220,2,"WAW, ICN",VNO,NRT,LOT,09:00,11:20,1,1335,2,WAW,NRT,VNO
2024-05-03,2024-05-10,1486,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,859,Turkish Airlines,11:35,07:55,2,2300,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,07:55,1,1995,2,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1606,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1518,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,Austrian Airlines + LOT,13:40,16:45,1,1170,1,"VIE, WAW",NRT,VNO
2024-05-03,2024-05-10,1526,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1663,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Turkish Airlines,13:30,13:50,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1275,LOT,06:20,18:30,1,1810,1,WAW,VNO,NRT,LOT,06:20,18:30,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1564,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1322,Lufthansa,06:00,16:45,1,1725,1,FRA,VNO,HND,Lufthansa,06:00,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1618,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Austrian Airlines + LOT,06:00,06:55,1,1170,2,"VIE, WAW",NRT,VNO
2024-05-03,2024-05-10,1624,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,858,Turkish Airlines,11:35,07:55,2,2300,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,07:55,1,2055,2,"OSA, IST",HND,VNO
2024-05-03,2024-05-10,1179,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,ANA (All Nippon Airways) + Turkish Airlines,20:35,08:55,1,1355,1,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1543,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1482,Lufthansa,06:00,09:50,1,1310,1,FRA,VNO,HND,Lufthansa,06:00,09:50,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1599,Lufthansa,06:00,06:55,1,1135,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,06:55,0,1215,2,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1290,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1995,1,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1410,airBaltic + Emirates,18:20,22:35,1,1335,2,"MUC, DXB",VNO,HND,Emirates + LOT,18:20,22:35,0,1335,2,"DXB, WAW",HND,VNO
2024-05-03,2024-05-10,1358,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Finnair,10:10,13:50,1,1475,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1695,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Turkish Airlines,11:00,11:20,1,1125,2,IST,HND,VNO
2024-05-03,2024-05-10,1644,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1606,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1526,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1564,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1608,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1543,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1693,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Japan Airlines + Lufthansa,13:30,13:50,0,1165,1,FRA,NRT,VNO
2024-05-03,2024-05-10,1319,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Finnair,10:10,13:50,1,1620,1,"KIX, HEL",HND,VNO
2024-05-03,2024-05-10,1320,Lufthansa,18:20,06:55,2,1835,1,MUC,VNO,HND,ANA (All Nippon Airways),18:20,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1582,airBaltic + Lufthansa,05:35,08:00,1,1225,2,"RIX, MUC",VNO,HND,Lufthansa,05:35,08:00,0,1215,2,FRA,HND,VNO
2024-05-03,2024-05-10,1755,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,LOT,13:30,13:50,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1487,Lufthansa + Emirates,19:30,22:35,1,1265,2,"FRA, DXB",VNO,HND,Emirates + LOT,19:30,22:35,0,1335,2,"DXB, WAW",HND,VNO
2024-05-03,2024-05-10,1776,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Turkish Airlines,13:30,13:05,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1644,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1553,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1328,Lufthansa,18:20,06:55,2,1835,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1555,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1429,airBaltic + Emirates,18:20,22:35,1,1335,2,"MUC, DXB",VNO,HND,Emirates + Scandinavian Airlines,18:20,22:35,0,1385,2,"DXB, ARN",HND,VNO
2024-05-03,2024-05-10,1307,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,2055,1,"OSA, IST",HND,VNO
2024-05-03,2024-05-10,1333,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,ANA (All Nippon Airways),19:30,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1586,British Airways + Japan Airlines,10:10,13:50,1,1300,1,HEL,VNO,HND,Japan Airlines + Lufthansa,10:10,13:50,0,1165,1,FRA,NRT,VNO
2024-05-03,2024-05-10,1418,Finnair,10:10,13:50,1,1300,1,HEL,VNO,HND,Jetstar + Finnair,10:10,13:50,1,1470,1,"KIX, HEL",NRT,VNO
2024-05-03,2024-05-10,1341,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,Lufthansa,19:30,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1572,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1339,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1381,Lufthansa,19:30,06:55,2,1765,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),19:30,06:55,0,1090,2,FRA,HND,VNO
2024-05-03,2024-05-10,1630,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1390,Lufthansa,19:30,06:55,2,1765,2,"FRA, MUC",VNO,HND,Lufthansa,19:30,06:55,0,1090,2,FRA,HND,VNO
2024-05-03,2024-05-10,1458,Scandinavian Airlines + Air China,11:10,20:40,1,1650,2,"CPH, PVG",VNO,NRT,Scandinavian Airlines,11:10,20:40,0,1070,2,CPH,HND,VNO
2024-05-03,2024-05-10,1553,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1555,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1640,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1506,Lufthansa + Emirates,19:30,22:35,1,1265,2,"FRA, DXB",VNO,HND,Emirates + Scandinavian Airlines,19:30,22:35,0,1385,2,"DXB, ARN",HND,VNO
2024-05-03,2024-05-10,1319,Lufthansa + ANA (All Nippon Airways),19:30,09:50,2,1940,1,FRA,VNO,HND,Lufthansa,19:30,09:50,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1283,LOT,09:00,18:30,1,1650,1,WAW,VNO,NRT,LOT,09:00,18:30,1,1470,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1572,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1398,Turkish Airlines,11:35,19:20,1,1545,1,IST,VNO,HND,Jetstar + Turkish Airlines,11:35,19:20,1,1330,1,"KIX, IST",NRT,VNO
2024-05-03,2024-05-10,1278,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Jetstar + Turkish Airlines,20:35,08:55,1,1330,1,"KIX, IST",NRT,VNO
2024-05-03,2024-05-10,1925,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,LOT,20:35,19:20,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1069,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Japan Airlines + Finnair,21:40,20:40,1,1330,2,"OSA, HEL",HND,VNO
2024-05-03,2024-05-10,1328,LOT + Lufthansa,06:20,08:10,1,1190,2,"WAW, FRA",VNO,HND,Lufthansa,06:20,08:10,1,1870,2,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1310,Lufthansa + ANA (All Nippon Airways),19:30,09:50,2,1940,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,19:30,09:50,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1727,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Turkish Airlines,13:30,16:00,1,1125,2,IST,HND,VNO
2024-05-03,2024-05-10,1328,LOT + Lufthansa,14:45,16:45,1,1200,2,"WAW, FRA",VNO,HND,Lufthansa,14:45,16:45,1,1870,2,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1781,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,1090,1,FRA,HND,VNO
2024-05-03,2024-05-10,1394,Lufthansa,06:00,16:45,1,1725,1,FRA,VNO,HND,Lufthansa,06:00,16:45,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1813,airBaltic + Japan Airlines,15:30,17:20,1,1190,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1350,airBaltic + Emirates,18:20,22:35,1,1335,2,"MUC, DXB",VNO,HND,Emirates + airBaltic,18:20,22:35,1,1705,2,"DXB, RIX",NRT,VNO
2024-05-03,2024-05-10,1339,Finnair,21:40,13:05,2,2005,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1647,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1902,airBaltic + Japan Airlines,15:30,17:20,1,1190,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1388,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,19:30,08:10,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,2067,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,LOT,11:35,08:55,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1722,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1339,Finnair,21:40,13:50,2,2050,1,HEL,VNO,HND,Finnair,21:40,13:50,1,1070,1,HEL,HND,VNO
2024-05-03,2024-05-10,1568,Turkish Airlines,11:35,19:20,1,1545,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1198,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Japan Airlines + Turkish Airlines,20:35,08:55,1,1680,1,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1913,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,LOT,13:30,13:50,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1647,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1406,Finnair,21:40,13:05,2,2005,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1373,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1870,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1766,British Airways + Japan Airlines,10:10,13:50,1,1300,1,HEL,VNO,HND,LOT,10:10,13:50,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1176,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,1722,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1989,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,LOT,13:30,13:05,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1368,LOT + Lufthansa,06:20,08:10,1,1190,2,"WAW, FRA",VNO,HND,Lufthansa,06:20,08:10,1,1945,2,FRA,HND,VNO
2024-05-03,2024-05-10,1720,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1368,LOT + Lufthansa,14:45,16:45,1,1200,2,"WAW, FRA",VNO,HND,Lufthansa,14:45,16:45,1,1945,2,FRA,HND,VNO
2024-05-03,2024-05-10,1373,ANA (All Nippon Airways),13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,1870,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1409,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,Lufthansa,19:30,08:10,0,1215,1,FRA,HND,VNO
2024-05-03,2024-05-10,1814,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,Turkish Airlines,10:10,13:05,1,1125,1,IST,HND,VNO
2024-05-03,2024-05-10,1418,Finnair,21:40,13:50,2,2050,1,HEL,VNO,HND,Finnair,21:40,13:50,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1073,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Finnair,21:40,20:40,1,1570,2,"OSA, HEL",HND,VNO
2024-05-03,2024-05-10,1327,Finnair,21:40,13:05,2,2005,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,1270,1,HEL,HND,VNO
2024-05-03,2024-05-10,1299,Turkish Airlines,11:35,19:20,1,1545,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,1369,Finnair,21:40,13:05,2,2005,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1892,airBaltic + Japan Airlines,15:30,17:20,1,1190,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1507,Lufthansa,06:00,09:50,1,1310,1,FRA,VNO,HND,Lufthansa + airBaltic,06:00,09:50,1,1600,1,"FRA, RIX",HND,VNO
2024-05-03,2024-05-10,1851,airBaltic + Japan Airlines,15:30,17:20,1,1190,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1418,Finnair,21:40,13:05,2,2005,1,HEL,VNO,NRT,Finnair,21:40,13:05,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1369,Finnair,21:40,13:50,2,2050,1,HEL,VNO,HND,Finnair,21:40,13:50,1,1195,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1781,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1487,Lufthansa,18:20,06:55,2,1835,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1450,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1870,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1787,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1290,1,FRA,HND,VNO
2024-05-03,2024-05-10,1910,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Emirates + LOT,20:35,19:20,0,1335,1,"DXB, WAW",HND,VNO
2024-05-03,2024-05-10,1466,Lufthansa,18:20,06:55,2,1835,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1490,Lufthansa,06:00,09:50,1,1310,1,FRA,VNO,HND,Lufthansa + LOT,06:00,09:50,1,1705,1,"FRA, WAW",HND,VNO
2024-05-03,2024-05-10,1179,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,1995,1,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1287,Scandinavian Airlines,21:50,07:55,2,1685,2,"ARN, CPH",VNO,HND,Air China + Scandinavian Airlines,21:50,07:55,1,1810,2,"PVG, CPH",NRT,VNO
2024-05-03,2024-05-10,1418,Finnair,21:40,13:50,2,2050,1,HEL,VNO,HND,Finnair,21:40,13:50,0,1125,1,HEL,HND,VNO
2024-05-03,2024-05-10,1479,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,Lufthansa,19:30,08:10,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1564,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Turkish Airlines,13:30,13:50,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,1450,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,1870,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1605,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Turkish Airlines,19:15,18:30,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,2024,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Emirates + LOT,11:35,08:55,0,1335,1,"DXB, WAW",HND,VNO
2024-05-03,2024-05-10,1810,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Qatar Airways + Finnair,19:15,18:30,1,1490,1,"DOH, HEL",HND,VNO
2024-05-03,2024-05-10,1965,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Qatar Airways + LOT,11:35,08:55,1,1410,1,"DOH, WAW",HND,VNO
2024-05-03,2024-05-10,1769,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Qatar Airways + Finnair,13:30,13:50,1,1490,1,"DOH, HEL",HND,VNO
2024-05-03,2024-05-10,2261,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Japan Airlines + Finnair,19:15,18:30,1,995,1,HEL,NRT,VNO
2024-05-03,2024-05-10,1457,Lufthansa + ANA (All Nippon Airways),19:30,09:50,2,1940,1,FRA,VNO,HND,Lufthansa,19:30,09:50,0,1215,1,"MUC, FRA",HND,VNO
2024-05-03,2024-05-10,1820,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Qatar Airways,19:15,18:30,1,1490,1,"DOH, HEL",HND,VNO
2024-05-03,2024-05-10,1977,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,LOT,13:30,16:00,1,1100,2,WAW,NRT,VNO
2024-05-03,2024-05-10,1351,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Asiana Airlines + LOT,11:00,11:20,1,2320,2,"ICN, WAW",HND,VNO
2024-05-03,2024-05-10,1820,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Qatar Airways,19:15,18:30,1,1510,1,"DOH, HEL",NRT,VNO
2024-05-03,2024-05-10,1833,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Emirates + LOT,13:30,13:50,1,1430,1,"DXB, WAW",NRT,VNO
2024-05-03,2024-05-10,1778,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Qatar Airways,13:30,13:50,1,1510,1,"DOH, HEL",NRT,VNO
2024-05-03,2024-05-10,1320,Turkish Airlines,11:35,19:20,1,1545,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,1995,1,"KIX, IST",HND,VNO
2024-05-03,2024-05-10,1207,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,2055,1,"OSA, IST",HND,VNO
2024-05-03,2024-05-10,1372,LOT + ANA (All Nippon Airways),11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Asiana Airlines + LOT,11:00,11:20,1,2320,2,"ICN, WAW",HND,VNO
2024-05-03,2024-05-10,1489,Lufthansa,06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1945,1,FRA,HND,VNO
2024-05-03,2024-05-10,1619,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Turkish Airlines,13:30,13:50,1,1805,1,IST,NRT,VNO
2024-05-03,2024-05-10,1480,Scandinavian Airlines + Air China,15:50,20:40,1,1370,2,"CPH, PVG",VNO,NRT,Air China + Scandinavian Airlines,15:50,20:40,1,1810,2,"PVG, CPH",NRT,VNO
2024-05-03,2024-05-10,1298,Finnair,21:40,13:05,2,2005,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,1620,1,"KIX, HEL",HND,VNO
2024-05-03,2024-05-10,1866,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Emirates + LOT,11:00,11:20,1,1430,2,"DXB, WAW",NRT,VNO
2024-05-03,2024-05-10,1823,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Qatar Airways + Finnair,13:30,13:50,1,1490,1,"DOH, HEL",HND,VNO
2024-05-03,2024-05-10,1501,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,1945,1,FRA,HND,VNO
2024-05-03,2024-05-10,1576,Lufthansa,19:30,08:10,2,1840,1,FRA,VNO,HND,Lufthansa,19:30,08:10,0,1165,1,MUC,HND,VNO
2024-05-03,2024-05-10,1319,Turkish Airlines,11:35,19:20,1,1545,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,2055,1,"OSA, IST",HND,VNO
2024-05-03,2024-05-10,2022,Finnair,10:10,13:05,1,1255,1,HEL,VNO,NRT,LOT,10:10,13:05,1,1100,1,WAW,NRT,VNO
2024-05-03,2024-05-10,1712,Finnair + Japan Airlines,13:30,13:50,1,1100,1,HEL,VNO,HND,Singapore Airlines + Scandinavian Airlines,13:30,13:50,1,1685,1,"SIN, CPH",HND,VNO
2024-05-03,2024-05-10,1754,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Singapore Airlines + Scandinavian Airlines,19:15,18:30,1,1685,1,"SIN, CPH",HND,VNO
2024-05-03,2024-05-10,2000,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Emirates + LOT,13:30,13:05,0,1335,1,"DXB, WAW",HND,VNO
2024-05-03,2024-05-10,1489,Lufthansa,13:40,16:45,1,1265,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,1945,1,FRA,HND,VNO
