,Outbound Flight Date,Return Flight Date,"Price, €",Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,"Outbound Flight Duration, min",Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,"Return Flight Duration, min",Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
428,2024-05-03,2024-05-10,2182,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Etihad Airways,13:30,13:50,1,1530,2,"AUH, FRA",NRT,VNO
429,2024-05-03,2024-05-10,1874,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Singapore Airlines,19:15,18:30,1,2040,2,"SIN, CPH",NRT,VNO
430,2024-05-03,2024-05-10,1901,Finnair + Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + LOT,10:10,18:55,1,1430,2,"DOH, WAW",NRT,VNO
431,2024-05-03,2024-05-10,1842,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Singapore Airlines,13:30,13:55,1,2040,2,"SIN, CPH",NRT,VNO
432,2024-05-03,2024-05-10,1911,Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + LOT,10:10,18:55,1,1430,2,"DOH, WAW",NRT,VNO
433,2024-05-03,2024-05-10,1948,airBaltic + Emirates,08:05,17:35,1,1650,2,"AMS, DXB",VNO,NRT,Emirates + LOT,08:05,17:35,0,1335,2,"DXB, WAW",HND,VNO
434,2024-05-03,2024-05-10,2068,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Qatar Airways + LOT,13:30,18:55,1,1410,2,"DOH, WAW",HND,VNO
435,2024-05-03,2024-05-10,2523,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,LOT,06:00,08:10,1,1100,1,WAW,NRT,VNO
436,2024-05-03,2024-05-10,1917,LOT + Qatar Airways,11:00,18:55,1,1555,2,"WAW, DOH",VNO,NRT,Qatar Airways + Finnair,11:00,18:55,1,1490,2,"DOH, HEL",HND,VNO
437,2024-05-03,2024-05-10,1920,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Singapore Airlines + Scandinavian Airlines,20:35,19:20,1,2040,2,"SIN, CPH",NRT,VNO
438,2024-05-03,2024-05-10,1881,Finnair + Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways,10:10,18:55,1,1510,2,"DOH, HEL",NRT,VNO
439,2024-05-03,2024-05-10,1927,LOT + Qatar Airways,11:00,18:55,1,1555,2,"WAW, DOH",VNO,NRT,Qatar Airways,11:00,18:55,1,1490,2,"DOH, HEL",HND,VNO
440,2024-05-03,2024-05-10,2730,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Scandinavian Airlines,13:30,13:50,0,1070,1,CPH,HND,VNO
441,2024-05-03,2024-05-10,1898,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Singapore Airlines,13:30,13:50,1,2040,2,"SIN, CPH",NRT,VNO
442,2024-05-03,2024-05-10,2066,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Qatar Airways + Finnair,13:30,18:55,1,1490,2,"DOH, HEL",HND,VNO
443,2024-05-03,2024-05-10,1179,Scandinavian Airlines,21:50,07:55,2,1685,2,"ARN, CPH",VNO,HND,Scandinavian Airlines,21:50,07:55,2,3400,2,"CPH, ARN",HND,VNO
444,2024-05-03,2024-05-10,1651,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Turkish Airlines,11:00,23:30,1,1805,1,IST,NRT,VNO
445,2024-05-03,2024-05-10,1808,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Qatar Airways + Finnair,11:00,23:30,1,1490,2,"DOH, HEL",HND,VNO
446,2024-05-03,2024-05-10,2076,Finnair + Qatar Airways,13:30,18:55,1,1405,2,"HEL, DOH",VNO,NRT,Qatar Airways,13:30,18:55,1,1490,2,"DOH, HEL",HND,VNO
447,2024-05-03,2024-05-10,1841,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Singapore Airlines + Scandinavian Airlines,13:30,16:00,1,2040,2,"SIN, CPH",NRT,VNO
448,2024-05-03,2024-05-10,1807,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Qatar Airways + Finnair,11:00,23:30,1,1510,2,"DOH, HEL",NRT,VNO
449,2024-05-03,2024-05-10,1953,Finnair,13:30,13:05,1,1055,1,HEL,VNO,NRT,Singapore Airlines + Scandinavian Airlines,13:30,13:05,1,2040,2,"SIN, CPH",NRT,VNO
450,2024-05-03,2024-05-10,1933,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Singapore Airlines,11:00,11:20,1,2040,2,"SIN, CPH",NRT,VNO
451,2024-05-03,2024-05-10,2613,Finnair + Japan Airlines,10:10,13:05,1,1255,1,HEL,VNO,NRT,Scandinavian Airlines,10:10,13:05,0,1070,1,CPH,HND,VNO
452,2024-05-03,2024-05-10,1769,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Singapore Airlines,20:35,07:55,1,1685,2,"SIN, CPH",HND,VNO
453,2024-05-03,2024-05-10,2013,Etihad Airways,06:00,13:00,1,1500,2,"FRA, AUH",VNO,NRT,Etihad Airways,06:00,13:00,1,1530,2,"AUH, FRA",NRT,VNO
454,2024-05-03,2024-05-10,2155,KLM,08:05,09:35,1,1170,1,AMS,VNO,NRT,Air France,08:05,09:35,0,1670,1,CDG,HND,VNO
455,2024-05-03,2024-05-10,1962,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Air India + LOT,19:15,18:30,1,2105,2,"DEL, WAW",NRT,VNO
456,2024-05-03,2024-05-10,3021,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Turkish Airlines,11:35,08:55,1,1125,1,IST,HND,VNO
457,2024-05-03,2024-05-10,1888,Scandinavian Airlines + Etihad Airways,06:30,13:00,1,1470,2,"CPH, AUH",VNO,NRT,Turkish Airlines,06:30,13:00,1,1805,1,IST,NRT,VNO
458,2024-05-03,2024-05-10,1724,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Turkish Airlines,21:40,20:40,1,1125,1,IST,HND,VNO
459,2024-05-03,2024-05-10,2593,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Japan Airlines + British Airways,11:35,08:55,1,1475,1,HEL,NRT,VNO
460,2024-05-03,2024-05-10,2193,KLM,08:05,09:35,1,1170,1,AMS,VNO,NRT,Air France + airBaltic,08:05,09:35,0,1670,1,CDG,HND,VNO
461,2024-05-03,2024-05-10,2068,Finnair + Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + LOT,10:10,18:55,1,1410,2,"DOH, WAW",HND,VNO
462,2024-05-03,2024-05-10,1945,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Air India + LOT,13:30,13:55,1,2105,2,"DEL, WAW",NRT,VNO
463,2024-05-03,2024-05-10,2084,Scandinavian Airlines + Etihad Airways,06:30,13:00,1,1470,2,"CPH, AUH",VNO,NRT,Etihad Airways,06:30,13:00,1,1530,2,"AUH, FRA",NRT,VNO
464,2024-05-03,2024-05-10,1647,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Singapore Airlines + Scandinavian Airlines,20:35,07:55,1,2040,2,"SIN, CPH",NRT,VNO
465,2024-05-03,2024-05-10,2078,Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + LOT,10:10,18:55,1,1410,2,"DOH, WAW",HND,VNO
466,2024-05-03,2024-05-10,1155,Scandinavian Airlines,15:50,07:55,2,2045,1,CPH,VNO,HND,Scandinavian Airlines,15:50,07:55,2,3400,2,"CPH, ARN",HND,VNO
467,2024-05-03,2024-05-10,1736,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Emirates + Scandinavian Airlines,20:35,07:55,1,1865,2,"DXB, CPH",NRT,VNO
468,2024-05-03,2024-05-10,1981,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Air India + LOT,11:00,11:20,1,2105,2,"DEL, WAW",NRT,VNO
469,2024-05-03,2024-05-10,1921,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Qatar Airways + Finnair,20:35,08:55,1,1490,2,"DOH, HEL",HND,VNO
470,2024-05-03,2024-05-10,1911,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Qatar Airways + LOT,10:10,23:55,1,1430,2,"DOH, WAW",NRT,VNO
471,2024-05-03,2024-05-10,1931,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Qatar Airways,20:35,08:55,1,1490,2,"DOH, HEL",HND,VNO
472,2024-05-03,2024-05-10,1920,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Qatar Airways + Finnair,20:35,08:55,1,1510,2,"DOH, HEL",NRT,VNO
473,2024-05-03,2024-05-10,2066,Finnair + Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + Finnair,10:10,18:55,1,1490,2,"DOH, HEL",HND,VNO
474,2024-05-03,2024-05-10,2326,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Finnair,20:35,07:55,1,995,1,HEL,NRT,VNO
475,2024-05-03,2024-05-10,1962,Finnair,13:30,16:00,1,1230,2,"HEL, FRA",VNO,NRT,Singapore Airlines,13:30,16:00,1,2040,2,"SIN, CPH",NRT,VNO
476,2024-05-03,2024-05-10,2076,Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways + Finnair,10:10,18:55,1,1490,2,"DOH, HEL",HND,VNO
477,2024-05-03,2024-05-10,2076,Finnair + Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways,10:10,18:55,1,1490,2,"DOH, HEL",HND,VNO
478,2024-05-03,2024-05-10,1930,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Qatar Airways,20:35,08:55,1,1510,2,"DOH, HEL",NRT,VNO
479,2024-05-03,2024-05-10,2012,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Air India + LOT,13:30,13:50,1,2105,2,"DEL, WAW",NRT,VNO
480,2024-05-03,2024-05-10,2087,Qatar Airways,10:10,18:55,1,1605,2,"HEL, DOH",VNO,NRT,Qatar Airways,10:10,18:55,1,1490,2,"DOH, HEL",HND,VNO
481,2024-05-03,2024-05-10,1891,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Qatar Airways,10:10,23:55,1,1510,2,"DOH, HEL",NRT,VNO
482,2024-05-03,2024-05-10,2385,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Qatar Airways + Finnair,06:00,08:10,1,1510,2,"DOH, HEL",NRT,VNO
483,2024-05-03,2024-05-10,2440,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Qatar Airways + Finnair,06:00,08:10,1,1490,2,"DOH, HEL",HND,VNO
484,2024-05-03,2024-05-10,1991,Singapore Airlines,06:30,15:55,1,1645,2,"CPH, SIN",VNO,HND,Singapore Airlines,06:30,15:55,1,1685,2,"SIN, CPH",HND,VNO
485,2024-05-03,2024-05-10,3025,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Finnair,06:00,08:10,1,995,1,HEL,NRT,VNO
486,2024-05-03,2024-05-10,1936,Singapore Airlines,06:30,15:55,1,1645,2,"CPH, SIN",VNO,HND,Turkish Airlines,06:30,15:55,1,1805,1,IST,NRT,VNO
487,2024-05-03,2024-05-10,1769,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Singapore Airlines,20:35,07:55,1,2040,2,"SIN, CPH",NRT,VNO
488,2024-05-03,2024-05-10,1920,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Singapore Airlines + Scandinavian Airlines,20:35,08:55,1,1685,2,"SIN, CPH",HND,VNO
489,2024-05-03,2024-05-10,2045,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Etihad Airways,20:35,07:55,1,1530,2,"AUH, FRA",NRT,VNO
490,2024-05-03,2024-05-10,2240,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Turkish Airlines,06:00,08:10,1,1805,1,IST,NRT,VNO
491,2024-05-03,2024-05-10,1844,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Emirates + Scandinavian Airlines,11:00,23:30,1,1865,2,"DXB, CPH",NRT,VNO
492,2024-05-03,2024-05-10,3156,LOT,19:15,18:30,1,1035,1,WAW,VNO,NRT,Air France,19:15,18:30,0,1130,1,CDG,HND,VNO
493,2024-05-03,2024-05-10,2434,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Finnair,11:00,23:30,1,995,1,HEL,NRT,VNO
494,2024-05-03,2024-05-10,2078,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Qatar Airways + LOT,10:10,23:55,1,1410,2,"DOH, WAW",HND,VNO
495,2024-05-03,2024-05-10,2386,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Qatar Airways + Finnair,06:00,08:10,1,1700,2,"DOH, HEL",HND,VNO
496,2024-05-03,2024-05-10,1963,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,LOT,21:40,20:40,1,1100,1,WAW,NRT,VNO
497,2024-05-03,2024-05-10,3130,Finnair + Japan Airlines,13:30,13:55,1,1105,1,HEL,VNO,HND,Air France,13:30,13:55,0,1130,1,CDG,HND,VNO
498,2024-05-03,2024-05-10,2076,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Qatar Airways + Finnair,10:10,23:55,1,1490,2,"DOH, HEL",HND,VNO
499,2024-05-03,2024-05-10,2275,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,LOT,06:30,21:50,1,1100,1,WAW,NRT,VNO
500,2024-05-03,2024-05-10,3312,Turkish Airlines,20:35,19:20,1,1005,1,IST,VNO,HND,Air France,20:35,19:20,0,1130,1,CDG,HND,VNO
501,2024-05-03,2024-05-10,3452,Turkish Airlines,11:35,08:55,1,920,1,IST,VNO,NRT,Air France,11:35,08:55,0,1130,1,CDG,HND,VNO
502,2024-05-03,2024-05-10,2087,Qatar Airways,10:10,23:55,1,1905,2,"HEL, DOH",VNO,HND,Qatar Airways,10:10,23:55,1,1490,2,"DOH, HEL",HND,VNO
503,2024-05-03,2024-05-10,3703,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Japan Airlines + Finnair,11:35,08:55,1,995,1,HEL,NRT,VNO
504,2024-05-03,2024-05-10,2034,Scandinavian Airlines + Etihad Airways,06:30,13:00,1,1470,2,"CPH, AUH",VNO,NRT,Singapore Airlines + Scandinavian Airlines,06:30,13:00,1,2040,2,"SIN, CPH",NRT,VNO
505,2024-05-03,2024-05-10,1938,Singapore Airlines,06:30,15:55,1,1645,2,"CPH, SIN",VNO,HND,Singapore Airlines,06:30,15:55,1,2040,2,"SIN, CPH",NRT,VNO
506,2024-05-03,2024-05-10,2527,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Scandinavian Airlines,20:35,07:55,0,1070,1,CPH,HND,VNO
507,2024-05-03,2024-05-10,1679,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Turkish Airlines,21:40,20:40,1,1805,1,IST,NRT,VNO
508,2024-05-03,2024-05-10,3750,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Finnair,11:35,08:55,1,995,1,HEL,NRT,VNO
509,2024-05-03,2024-05-10,2153,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Etihad Airways,11:00,23:30,1,1530,2,"AUH, FRA",NRT,VNO
510,2024-05-03,2024-05-10,1872,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Air India + LOT,20:35,07:55,1,2105,2,"DEL, WAW",NRT,VNO
511,2024-05-03,2024-05-10,3317,Finnair + Japan Airlines,13:30,13:05,1,1055,1,HEL,VNO,NRT,Air France,13:30,13:05,0,1130,1,CDG,HND,VNO
512,2024-05-03,2024-05-10,1836,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Qatar Airways + Finnair,21:40,20:40,1,1490,2,"DOH, HEL",HND,VNO
513,2024-05-03,2024-05-10,1836,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Qatar Airways + Finnair,21:40,20:40,1,1510,2,"DOH, HEL",NRT,VNO
514,2024-05-03,2024-05-10,2285,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,Turkish Airlines,15:55,08:50,1,1125,1,IST,HND,VNO
515,2024-05-03,2024-05-10,1920,Turkish Airlines,20:35,08:55,2,1820,1,IST,VNO,NRT,Singapore Airlines + Scandinavian Airlines,20:35,08:55,1,2040,2,"SIN, CPH",NRT,VNO
516,2024-05-03,2024-05-10,2428,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Emirates + Scandinavian Airlines,06:00,08:10,1,1865,2,"DXB, CPH",NRT,VNO
517,2024-05-03,2024-05-10,1933,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Singapore Airlines,11:00,23:30,1,2040,2,"SIN, CPH",NRT,VNO
518,2024-05-03,2024-05-10,2149,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Qatar Airways + Finnair,06:30,21:50,1,1490,2,"DOH, HEL",HND,VNO
519,2024-05-03,2024-05-10,3369,LOT + Asiana Airlines,11:00,11:20,1,1100,2,"WAW, ICN",VNO,NRT,Air France,11:00,11:20,0,1130,1,CDG,HND,VNO
520,2024-05-03,2024-05-10,3775,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Finnair,11:35,08:55,1,1070,1,HEL,HND,VNO
521,2024-05-03,2024-05-10,2748,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Etihad Airways,06:00,08:10,1,1530,2,"AUH, FRA",NRT,VNO
522,2024-05-03,2024-05-10,2149,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Qatar Airways + Finnair,06:30,21:50,1,1510,2,"DOH, HEL",NRT,VNO
523,2024-05-03,2024-05-10,3398,Finnair,13:30,13:50,1,1100,1,HEL,VNO,HND,Air France,13:30,13:50,0,1130,1,CDG,HND,VNO
524,2024-05-03,2024-05-10,2525,airBaltic + Qatar Airways,15:30,23:55,1,1585,2,"CDG, DOH",VNO,HND,Qatar Airways + LOT,15:30,23:55,1,1430,2,"DOH, WAW",NRT,VNO
525,2024-05-03,2024-05-10,3311,KLM,08:05,09:35,1,1170,1,AMS,VNO,NRT,Air France,08:05,09:35,0,1130,1,CDG,HND,VNO
526,2024-05-03,2024-05-10,2635,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Scandinavian Airlines,11:00,23:30,0,1070,1,CPH,HND,VNO
527,2024-05-03,2024-05-10,3905,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Scandinavian Airlines,11:35,08:55,0,1070,1,CPH,HND,VNO
528,2024-05-03,2024-05-10,1981,LOT + Asiana Airlines,11:00,23:30,1,1830,2,"WAW, ICN",VNO,HND,Air India + LOT,11:00,23:30,1,2105,2,"DEL, WAW",NRT,VNO
529,2024-05-03,2024-05-10,3292,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Air France,15:30,18:30,0,1130,1,CDG,HND,VNO
530,2024-05-03,2024-05-10,3333,Finnair + Japan Airlines,10:10,13:05,1,1255,1,HEL,VNO,NRT,Air France,10:10,13:05,0,1130,1,CDG,HND,VNO
531,2024-05-03,2024-05-10,1772,Etihad Airways,06:00,13:00,1,1500,2,"FRA, AUH",VNO,NRT,Etihad Airways + airBaltic,06:00,13:00,2,3010,2,"AUH, AMS",NRT,VNO
532,2024-05-03,2024-05-10,2523,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,LOT,15:55,08:50,1,1100,1,WAW,NRT,VNO
533,2024-05-03,2024-05-10,1883,Singapore Airlines,06:30,08:00,2,2610,2,"CPH, SIN",VNO,NRT,Singapore Airlines + Scandinavian Airlines,06:30,08:00,1,1685,2,"SIN, CPH",HND,VNO
534,2024-05-03,2024-05-10,1873,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Emirates + Scandinavian Airlines,21:40,20:40,1,1865,2,"DXB, CPH",NRT,VNO
535,2024-05-03,2024-05-10,2511,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Singapore Airlines,06:00,08:10,1,2040,2,"SIN, CPH",NRT,VNO
536,2024-05-03,2024-05-10,2289,Air France,15:30,05:55,2,1945,1,CDG,VNO,HND,Air France,15:30,05:55,0,1670,1,CDG,HND,VNO
537,2024-05-03,2024-05-10,2775,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Finnair,06:30,21:50,1,995,1,HEL,NRT,VNO
538,2024-05-03,2024-05-10,2716,airBaltic + Qatar Airways,15:30,23:55,1,1585,2,"CDG, DOH",VNO,HND,Qatar Airways,15:30,23:55,1,1510,2,"DOH, HEL",NRT,VNO
539,2024-05-03,2024-05-10,1971,LOT + Air India,14:45,08:45,2,2160,2,"WAW, DEL",VNO,NRT,Air India + LOT,14:45,08:45,1,2105,2,"DEL, WAW",NRT,VNO
540,2024-05-03,2024-05-10,2965,KLM,08:05,18:30,1,1705,2,"AMS, CDG",VNO,HND,Air France,08:05,18:30,0,1130,1,CDG,HND,VNO
541,2024-05-03,2024-05-10,2327,Air France,15:30,05:55,2,1945,1,CDG,VNO,HND,Air France + airBaltic,15:30,05:55,0,1670,1,CDG,HND,VNO
542,2024-05-03,2024-05-10,2186,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Emirates + Scandinavian Airlines,06:30,21:50,1,1865,2,"DXB, CPH",NRT,VNO
543,2024-05-03,2024-05-10,2558,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Air India + LOT,06:00,08:10,1,2105,2,"DEL, WAW",NRT,VNO
544,2024-05-03,2024-05-10,1991,Singapore Airlines,06:30,08:00,2,2610,2,"CPH, SIN",VNO,NRT,Singapore Airlines,06:30,08:00,1,1685,2,"SIN, CPH",HND,VNO
545,2024-05-03,2024-05-10,2397,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,Qatar Airways + Finnair,15:55,08:50,1,1510,2,"DOH, HEL",NRT,VNO
546,2024-05-03,2024-05-10,2954,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Air France,15:30,18:30,0,1670,1,CDG,HND,VNO
547,2024-05-03,2024-05-10,3626,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Air France + airBaltic,15:30,18:30,0,1130,1,CDG,HND,VNO
548,2024-05-03,2024-05-10,2903,airBaltic + Qatar Airways,15:30,23:55,1,1585,2,"CDG, DOH",VNO,HND,Qatar Airways + LOT,15:30,23:55,1,1410,2,"DOH, WAW",HND,VNO
549,2024-05-03,2024-05-10,2517,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Finnair,21:40,20:40,1,995,1,HEL,NRT,VNO
550,2024-05-03,2024-05-10,2182,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Etihad Airways,21:40,20:40,1,1530,2,"AUH, FRA",NRT,VNO
551,2024-05-03,2024-05-10,2240,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,Turkish Airlines,15:55,08:50,1,1805,1,IST,NRT,VNO
552,2024-05-03,2024-05-10,2992,Air France,15:30,18:30,1,1260,1,CDG,VNO,HND,Air France + airBaltic,15:30,18:30,0,1670,1,CDG,HND,VNO
553,2024-05-03,2024-05-10,2451,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,Qatar Airways + Finnair,15:55,08:50,1,1490,2,"DOH, HEL",HND,VNO
554,2024-05-03,2024-05-10,2494,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Etihad Airways,06:30,21:50,1,1530,2,"AUH, FRA",NRT,VNO
555,2024-05-03,2024-05-10,1962,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Singapore Airlines,21:40,20:40,1,2040,2,"SIN, CPH",NRT,VNO
556,2024-05-03,2024-05-10,2901,airBaltic + Qatar Airways,15:30,23:55,1,1585,2,"CDG, DOH",VNO,HND,Qatar Airways + Finnair,15:30,23:55,1,1490,2,"DOH, HEL",HND,VNO
557,2024-05-03,2024-05-10,2911,airBaltic + Qatar Airways,15:30,23:55,1,1585,2,"CDG, DOH",VNO,HND,Qatar Airways,15:30,23:55,1,1490,2,"DOH, HEL",HND,VNO
558,2024-05-03,2024-05-10,2924,Air France,15:30,05:55,2,1945,1,CDG,VNO,HND,Air France,15:30,05:55,0,1130,1,CDG,HND,VNO
559,2024-05-03,2024-05-10,2331,Air France,15:30,05:55,2,1945,1,CDG,VNO,HND,KLM,15:30,05:55,1,1940,1,AMS,NRT,VNO
560,2024-05-03,2024-05-10,2397,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,Qatar Airways + Finnair,15:55,08:50,1,1700,2,"DOH, HEL",HND,VNO
561,2024-05-03,2024-05-10,2962,Air France,15:30,05:55,2,1945,1,CDG,VNO,HND,Air France + airBaltic,15:30,05:55,0,1130,1,CDG,HND,VNO
562,2024-05-03,2024-05-10,2977,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Scandinavian Airlines,06:30,21:50,0,1070,1,CPH,HND,VNO
563,2024-05-03,2024-05-10,2010,Finnair,21:40,20:40,2,2460,2,"HEL, OSA",VNO,HND,Air India + LOT,21:40,20:40,1,2105,2,"DEL, WAW",NRT,VNO
564,2024-05-03,2024-05-10,3947,ANA (All Nippon Airways),06:00,08:10,1,1210,1,FRA,VNO,HND,Air France,06:00,08:10,0,1130,1,CDG,HND,VNO
565,2024-05-03,2024-05-10,3024,Austrian Airlines,15:55,08:50,2,2095,1,VIE,VNO,NRT,Finnair,15:55,08:50,1,995,1,HEL,NRT,VNO
566,2024-05-03,2024-05-10,3261,Turkish Airlines,20:35,07:55,2,1760,2,"IST, KIX",VNO,HND,Air France,20:35,07:55,0,1130,1,CDG,HND,VNO
567,2024-05-03,2024-05-10,4625,Turkish Airlines + ANA (All Nippon Airways),11:35,08:55,1,920,1,IST,VNO,NRT,Air France,11:35,08:55,0,1130,1,CDG,HND,VNO
568,2024-05-03,2024-05-10,2321,Singapore Airlines,06:30,21:50,1,2000,2,"CPH, SIN",VNO,HND,Air India + LOT,06:30,21:50,1,2105,2,"DEL, WAW",NRT,VNO
